ID,Cohort,ReferenceCoded,Reference,YearPublished,YearDataCollection,StudyType,Country,AgeMean,AgeRangeLower,AgeRangeUpper,OutcomeDefinitionLabel,Severity,Predictor,Predictor_clean,ReverseD,PredictorCoded,PredictorBroad,Test_dependency,Rcode,metaP_code,effectType,ratesControl,IncludeStudy,IncludeD,
64,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,Gender (male vs. female),Gender (male),yes,Gender,excluded,independent,"compute.es::tes(1.042 , n_morgan/2, n_morgan/2, dig=20)",pEstimate_morgan_gender,cohen,,Yes,Yes,
65,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,Schizotype,Schizotype (high),no,PsychosisLiability,excluded,independent,"compute.es::tes(8.410 , n_morgan/2, n_morgan/2, dig=20) ",pEstimate_morgan_schizotype,cohen,,Yes,Yes,
66,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,Cannabis dependency (present vs. absent),Cannabis in system (high),no,Tolerance,excluded,independent,"compute.es::tes(0.688 , n_morgan/2, n_morgan/2, dig=20) ",pEstimate_morgan_canDep,no,,no,exluded as not placebo-controlled experiment,
67,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,Ethnicity ,Ethnicity ,no,Ethnicity,excluded,independent,"compute.es::tes(1.614 , n_morgan/2, n_morgan/2, dig=20)",pEstimate_morgan_ethnicity,cohen,,Yes,Yes,
68,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,YearsCannabisUse,Long-term cannabis use,yes,CannabisDuration,excluded,independent,"compute.es::tes(2.019 , n_morgan/2, n_morgan/2, dig=20)",pEstimate_morgan_yearsCan,cohen,,Yes,Yes,
69,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,"COMT (rs4680, risk allele: G)","COMT (rs4680, risk allele: G)",no,CandidateGene,excluded,independent,"compute.es::tes(0.691 , n_morgan/2, n_morgan/2, dig=20) ",pEstimate_morgan_comt,cohen,,Yes,Yes,
70,Morgan,Morgan_Curran_MRC,"Morgan, C. J. A., T. P. Freeman, J. C. H. V. Powell, and H. V. Curran. ""AKT1 genotype moderates the acute psychotomimetic effects of naturalistically smoked cannabis in young cannabis smokers."" Translational psychiatry 6, no. 2 (2016): e738.",2016,NA,QuasiExperimental,UK,20.6,16,23,High.PLE,psych_like,THC/CBD ratio,CBD content (low),no,CBD,excluded,independent,"compute.es::tes(0.799 , n_morgan_sub/2, n_morgan_sub/2, dig=20) ",pEstimate_morgan_strain,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
72,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Single dose smoked  (quasiexperimental),Single dose smoked ,no,Other,excluded,dependent,extract_curran2019_dose_PSI,pEstimate_curran2019_dose_PSI,cohen,,no,no,
73,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Single dose smoked  (quasiexperimental),Single dose smoked ,no,Other,excluded,dependent,extract_curran2019_dose_BPRS,pEstimate_curran2019_dose_BPRS,cohen,,no,no,
74,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Cannabis dependency (present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_PSI_cannabis_dependence_r, n=curran2019_cannabis_dependence_n, dig=20)",pEstimate_curran2019_PSI_cannabis_dependence,cohen,,no,no,
75,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Cannabis dependency (present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_BPRS_cannabis_dependence_r, n=curran2019_cannabis_dependence_n, dig=20)",pEstimate_curran2019_BPRS_cannabis_dependence,cohen,,no,no,
76,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Cannabis use disorder (present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_PSI_dsm_CUD_r, n=curran2019_dsm_CUD_n, dig=20)",pEstimate_curran2019_PSI_dsm_CUD,cohen,,no,no,
77,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Cannabis use disorder (present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_BPRS_dsm_CUD_r, n=curran2019_dsm_CUD_n, dig=20)",pEstimate_curran2019_BPRS_dsm_CUD,cohen,,no,no,
78,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Age,Age,no,Age,Demographic,independent,"res(curran2019_PSI_age_r, n=curran2019_age_n, dig=20)",pEstimate_curran2019_PSI_age,cohen,,Yes,Yes,
79,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Age,Age,no,Age,Demographic,independent,"res(curran2019_BPRS_age_r, n=curran2019_age_n, dig=20)",pEstimate_curran2019_BPRS_age,cohen,,Yes,Yes,
80,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Gender (male vs. female),Gender (male),no,Gender,Demographic,independent,"res(curran2019_PSI_gender_r, n=curran2019_gender_n, dig=20)",pEstimate_curran2019_PSI_gender,cohen,,Yes,Yes,
81,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,Gender (male vs. female),Gender (male),no,Gender,Demographic,independent,"res(curran2019_BPRS_gender_r, n=curran2019_gender_n, dig=20)",pEstimate_curran2019_BPRS_gender,cohen,,Yes,Yes,
82,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC content (increasing %),Potency (high),no,THCcontent,CannabisStrain,independent,"res(curran2019_PSI_perTHCcontent_r, n=curran2019_perTHCcontent_n, dig=20)",pEstimate_curran2019_PSI_perTHCcontent,cohen,,Yes,Yes,
83,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC content (increasing %),Potency (high),no,THCcontent,CannabisStrain,independent,"res(curran2019_BPRS_perTHCcontent_r, n=curran2019_perTHCcontent_n, dig=20)",pEstimate_curran2019_BPRS_perTHCcontent,cohen,,Yes,Yes,
84,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,CBD content in smoked cannabis,CBD content (low),no,CBDcontent,CannabisStrain,independent,"res(curran2019_PSI_perCBDcontent_r, n=curran2019_perCBDcontent_n, dig=20)",pEstimate_curran2019_PSI_perCBDcontent,cohen,,Yes,Yes,
85,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,CBD content in smoked cannabis,CBD content (low),no,CBDcontent,CannabisStrain,independent,"res(curran2019_BPRS_perCBDcontent_r, n=curran2019_perCBDcontent_n, dig=20)",pEstimate_curran2019_BPRS_perCBDcontent,cohen,,Yes,Yes,
86,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC in urine (increasing THC-COOH/creatinine),Cannabis in system (high),no,THC-COOH levels,CannabisDynamics,independent,"res(curran2019_PSI_THCconcentration_urine_r, n=curran2019_THCconcentration_urine_n, dig=20)",pEstimate_curran2019_PSI_THCconcentration_urine,cohen,,Yes,Yes,
87,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC in urine (increasing THC-COOH/creatinine),Cannabis in system (high),no,THC-COOH levels,CannabisDynamics,independent,"res(curran2019_BPRS_THCconcentration_urine_r, n=curran2019_THCconcentration_urine_n, dig=20)",pEstimate_curran2019_BPRS_THCconcentration_urine,cohen,,Yes,Yes,
88,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC in hair (analyte present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_PSI_THCconcentration_hair_r, n=curran2019_THCconcentration_hair_n, dig=20)",pEstimate_curran2019_PSI_THCconcentration_hair,cohen,,no,no,
89,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC in hair (analyte present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_BPRS_THCconcentration_hair_r, n=curran2019_THCconcentration_hair_n, dig=20)",pEstimate_curran2019_BPRS_THCconcentration_hair,cohen,,no,no,
90,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,CBD in hair (analyte absent vs. present),CBD in hair,no,CBDcontent,CannabisStrain,independent,"res(curran2019_PSI_CBDconcentration_hair_r, n=curran2019_CBDconcentration_hair_n, dig=20)",pEstimate_curran2019_PSI_CBDconcentration_hair,cohen,,Yes,Yes,
91,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,CBD in hair (analyte absent vs. present),CBD in hair,no,CBDcontent,CannabisStrain,independent,"res(curran2019_BPRS_CBDconcentration_hair_r, n=curran2019_CBDconcentration_hair_n, dig=20)",pEstimate_curran2019_BPRS_CBDconcentration_hair,cohen,,Yes,Yes,
92,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,CBN in hair (analyte present vs. absent),CBN in body (high),no,Other,Other,independent,"res(curran2019_PSI_CBNconcentration_hair_r, n=curran2019_CBNconcentration_hair_n, dig=20)",pEstimate_curran2019_PSI_CBNconcentration_hair,cohen,,Yes,Yes,
93,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,CBN in hair (analyte present vs. absent),CBN in body (high),no,Other,Other,independent,"res(curran2019_BPRS_CBNconcentration_hair_r, n=curran2019_CBNconcentration_hair_n, dig=20)",pEstimate_curran2019_BPRS_CBNconcentration_hair,cohen,,Yes,Yes,
94,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC-COOH in hair (analyte present vs. absent),Cannabis in system (high),no,THC-COOH levels,CannabisDynamics,independent,"res(curran2019_PSI_THC_COOHhair_r, n=curran2019_THC_COOHhair_n, dig=20)",pEstimate_curran2019_PSI_THC_COOHhair,cohen,,Yes,Yes,
95,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC-COOH in hair (analyte present vs. absent),Cannabis in system (high),no,THC-COOH levels,CannabisDynamics,independent,"res(curran2019_BPRS_THC_COOHhair_r, n=curran2019_THC_COOHhair_n, dig=20)",pEstimate_curran2019_BPRS_THC_COOHhair,cohen,,Yes,Yes,
96,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC-OH in hair (analyte present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_PSI_THC_OHhair_r, n=curran2019_THC_OHhair_n, dig=20)",pEstimate_curran2019_PSI_THC_OHhair,cohen,,no,no,
97,Curran,Morgan_Curran_MRC,"Curran, H. Valerie, Chandni Hindocha, Celia JA Morgan, Natacha Shaban, Ravi K. Das, and Tom P. Freeman. ""Which biological and self-report measures of cannabis use predict cannabis dependency and acute psychotic-like effects?."" Psychological medicine 49, no. 9 (2019): 1574-1580.",2019,NA,QuasiExperimental,UK,20.6,16,23,THC.PLE,psych_like,THC-OH in hair (analyte present vs. absent),Cannabis in system (high),no,Tolerance,CannabisDynamics,independent,"res(curran2019_BPRS_THC_OHhair_r, n=curran2019_THC_OHhair_n, dig=20)",pEstimate_curran2019_BPRS_THC_OHhair,cohen,,no,no,
